reference_no,account_number,country,currency,customer_name,balance,transfer_type,date,month,weekday,time,time_range,amount
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,42917.16,POS,8/21/2021,August,Sat,9:20:22,Morning,39.68
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,2041.68,SALES-POS,8/21/2021,August,Sat,19:47:23,Evening,8.36
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18542.65,PAYMENT,8/21/2021,August,Sat,6:55:38,Morning,39
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,2017.93,PAY/SALARY,8/21/2021,August,Sat,1:39:14,Morning,761.33
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3504.33,PAYMENT,8/21/2021,August,Sat,16:48:13,Evening,28
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,4193.48,PAY/SALARY,8/21/2021,August,Sat,16:14:36,Evening,1037.07
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18581.65,SALES-POS,8/21/2021,August,Sat,6:53:12,Morning,27.35
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,7889.84,POS,8/21/2021,August,Sat,11:50:55,Morning,24.74
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,4081.52,POS,8/21/2021,August,Sat,10:15:32,Morning,23.82
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,1045.71,POS,8/21/2021,August,Sat,1:16:23,Morning,20.61
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,883,PAYMENT,8/21/2021,August,Sat,19:52:38,Evening,156
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,2216.25,PAYMENT,8/21/2021,August,Sat,16:54:11,Evening,32
CUS-2083971310,ACC-2681137560,Malaysia,MYR,Nathaniel,2674.01,SALES-POS,8/21/2021,August,Sat,14:00:32,Afternoon,13.78
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,1487.33,SALES-POS,8/21/2021,August,Sat,8:42:13,Morning,25.58
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,1379.75,POS,8/21/2021,August,Sat,6:49:05,Morning,20.67
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,4184.76,SALES-POS,8/21/2021,August,Sat,20:17:43,Night,8.72
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2005.82,SALES-POS,8/21/2021,August,Sat,21:49:18,Night,9.64
CUS-127297539,ACC-3689607373,Malaysia,MYR,Virginia,3502.01,SALES-POS,8/21/2021,August,Sat,10:34:35,Morning,13.48
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,4176.25,POS,8/21/2021,August,Sat,21:45:03,Night,8.51
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,1853.47,PAY/SALARY,8/21/2021,August,Sat,22:57:27,Night,970.47
CUS-3151318058,ACC-4281711154,Malaysia,MYR,Eric,36477.74,PAY/SALARY,8/21/2021,August,Sat,9:35:44,Morning,1757.82
CUS-3989008654,ACC-3941181087,Malaysia,MYR,Paul,2855.18,PAYMENT,8/21/2021,August,Sat,2:48:46,Morning,46
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3891.76,SALES-POS,8/21/2021,August,Sat,3:14:45,Morning,189.76
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3876.7,SALES-POS,8/21/2021,August,Sat,11:31:15,Morning,15.06
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,1036.63,SALES-POS,8/21/2021,August,Sat,9:17:21,Morning,9.08
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,3194.89,PAYMENT,8/21/2021,August,Sat,4:27:55,Morning,27
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,2084.79,PAY/SALARY,8/21/2021,August,Sat,21:30:47,Night,1002.13
CUS-3325710106,ACC-3771436525,Malaysia,MYR,Derek,1544.92,PAY/SALARY,8/21/2021,August,Sat,15:18:42,Afternoon,1099.7
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3507.7,PAY/SALARY,8/21/2021,August,Sat,22:29:49,Night,1272.47
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,1408.23,INTER BANK,8/21/2021,August,Sat,11:54:53,Morning,20
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,5737.9,PAY/SALARY,8/21/2021,August,Sat,11:48:46,Morning,3517.61
CUS-511326734,ACC-2897221629,Malaysia,MYR,Scott,2360.24,PAY/SALARY,8/21/2021,August,Sat,7:58:44,Morning,982.71
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,1996.73,POS,8/21/2021,August,Sat,6:39:48,Morning,9.09
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,4162.31,SALES-POS,8/21/2021,August,Sat,7:20:30,Morning,13.94
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,1922.1,SALES-POS,8/21/2021,August,Sat,4:39:05,Morning,130.08
CUS-1499065773,ACC-1344825761,Malaysia,MYR,Sarah,15501.73,PAYMENT,8/21/2021,August,Sat,20:52:26,Night,45
CUS-3249305314,ACC-38923874,Malaysia,MYR,Ryan,33087.34,INTER BANK,8/21/2021,August,Sat,5:45:47,Morning,29
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,193592.49,PAYMENT,8/21/2021,August,Sat,23:49:12,Night,29
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,2029.05,SALES-POS,8/21/2021,August,Sat,17:03:35,Evening,12.63
CUS-1147642491,ACC-3233697971,Malaysia,MYR,Robin,4079.28,SALES-POS,8/21/2021,August,Sat,18:16:14,Evening,8.78
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,4084.31,PAYMENT,8/21/2021,August,Sat,1:26:50,Morning,78
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3482.43,POS,8/21/2021,August,Sat,14:52:13,Afternoon,21.9
CUS-127297539,ACC-3689607373,Malaysia,MYR,Virginia,3494.44,SALES-POS,8/21/2021,August,Sat,5:59:52,Morning,7.57
CUS-1271030853,ACC-819621312,Malaysia,MYR,Michele,2401.38,SALES-POS,8/21/2021,August,Sat,4:45:21,Morning,10.77
CUS-134833760,ACC-1199531521,Malaysia,MYR,Billy,6902.84,PAYMENT,8/21/2021,August,Sat,8:26:09,Morning,20
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,8362.35,PAYMENT,8/21/2021,August,Sat,3:03:22,Morning,34
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,7530.67,POS,8/21/2021,August,Sat,13:24:02,Afternoon,13.48
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,7499.95,POS,8/21/2021,August,Sat,20:08:23,Night,30.72
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,1342.7,POS,8/21/2021,August,Sat,6:28:03,Morning,37.05
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,5709.08,SALES-POS,8/21/2021,August,Sat,1:45:11,Morning,28.82
CUS-1617121891,ACC-2901672282,Malaysia,MYR,Daniel,3361.97,PAYMENT,8/21/2021,August,Sat,16:40:41,Evening,40
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,2021.68,POS,8/21/2021,August,Sat,23:50:19,Night,7.37
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,2070.46,SALES-POS,8/21/2021,August,Sat,18:07:47,Evening,71.06
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18527.51,SALES-POS,8/22/2021,August,Sun,4:05:51,Morning,15.14
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16216.89,POS,8/22/2021,August,Sun,10:34:18,Morning,20.77
CUS-1117979751,ACC-4065652575,Malaysia,MYR,Lucas,8744.16,POS,8/22/2021,August,Sun,8:14:39,Morning,13
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,2008.46,SALES-POS,8/22/2021,August,Sun,0:53:55,Morning,13.22
CUS-134193016,ACC-1788473090,Malaysia,MYR,Rachael,3482.56,PAYMENT,8/22/2021,August,Sun,10:26:45,Morning,193
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18521.46,POS,8/22/2021,August,Sun,17:15:11,Evening,6.05
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,42909.41,SALES-POS,8/22/2021,August,Sun,17:58:28,Evening,7.75
CUS-2031327464,ACC-602667573,Malaysia,MYR,Michael,6053.8,INTER BANK,8/22/2021,August,Sun,9:33:40,Morning,21
CUS-2317998716,ACC-2171593283,Malaysia,MYR,Fernando,6357.71,PAYMENT,8/22/2021,August,Sun,21:26:09,Night,27
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,1143.7,PAYMENT,8/22/2021,August,Sun,9:27:12,Morning,29
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,42897.26,POS,8/22/2021,August,Sun,23:10:27,Night,12.15
CUS-1462656821,ACC-588564840,Malaysia,MYR,Isaiah,9282.27,INTER BANK,8/22/2021,August,Sun,17:48:29,Evening,25
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6871.63,INTER BANK,8/22/2021,August,Sun,13:29:15,Afternoon,39
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,965.8,SALES-POS,8/22/2021,August,Sun,15:08:04,Afternoon,5.35
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,7869.22,POS,8/22/2021,August,Sun,9:16:32,Morning,20.62
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,260023.9,INTER BANK,8/22/2021,August,Sun,12:31:05,Afternoon,22
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,4765.17,PAYMENT,8/22/2021,August,Sun,4:06:21,Morning,82
CUS-2630892467,ACC-4163822186,Malaysia,MYR,Karen,4417.98,PAYMENT,8/22/2021,August,Sun,20:39:26,Night,55
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3427.68,PAYMENT,8/22/2021,August,Sun,2:35:07,Morning,58
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,2701.31,INTER BANK,8/22/2021,August,Sun,1:35:58,Morning,1383
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3485.68,SALES-POS,8/22/2021,August,Sun,12:32:59,Afternoon,22.02
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1990.79,SALES-POS,8/22/2021,August,Sun,5:14:10,Morning,17.67
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3871.57,SALES-POS,8/22/2021,August,Sun,10:26:23,Morning,5.13
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,7825.35,SALES-POS,8/22/2021,August,Sun,5:09:35,Morning,43.87
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,966.03,SALES-POS,8/22/2021,August,Sun,15:15:41,Afternoon,25.24
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18491.97,POS,8/22/2021,August,Sun,9:11:02,Morning,29.49
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,958.2,POS,8/22/2021,August,Sun,9:08:59,Morning,7.6
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,7800.35,INTER BANK,8/22/2021,August,Sun,8:44:08,Morning,25
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,2777.36,PAYMENT,8/22/2021,August,Sun,11:12:15,Morning,36
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,2882.57,SALES-POS,8/22/2021,August,Sun,21:50:54,Night,9.66
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,1822.82,POS,8/22/2021,August,Sun,1:32:51,Morning,30.65
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3405.05,SALES-POS,8/22/2021,August,Sun,4:32:53,Morning,22.63
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3344.84,SALES-POS,8/22/2021,August,Sun,12:20:42,Afternoon,60.21
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,1006.4,SALES-POS,8/22/2021,August,Sun,23:32:44,Night,30.23
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,947.24,SALES-POS,8/22/2021,August,Sun,3:59:37,Morning,10.96
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16208.93,POS,8/22/2021,August,Sun,15:49:28,Afternoon,7.96
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6846.84,SALES-POS,8/22/2021,August,Sun,0:14:38,Morning,24.79
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3857.91,SALES-POS,8/22/2021,August,Sun,5:51:18,Morning,13.66
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,939.3,SALES-POS,8/22/2021,August,Sun,2:32:04,Morning,7.94
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,5843.57,POS,8/22/2021,August,Sun,8:30:21,Morning,3.71
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6800.56,POS,8/22/2021,August,Sun,9:31:47,Morning,46.28
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18447.71,SALES-POS,8/22/2021,August,Sun,0:54:00,Morning,44.26
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,918.39,SALES-POS,8/22/2021,August,Sun,23:23:34,Night,20.91
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,2546.05,PAYMENT,8/22/2021,August,Sun,17:16:09,Evening,32
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,3237.57,INTER BANK,8/22/2021,August,Sun,17:35:13,Evening,39
CUS-2283904812,ACC-2107684084,Malaysia,MYR,Richard,4223.69,PAYMENT,8/22/2021,August,Sun,16:43:23,Evening,34
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3453.43,PAYMENT,8/22/2021,August,Sun,11:57:00,Morning,29
CUS-537508723,ACC-966140392,Malaysia,MYR,Joseph,3196.18,PAYMENT,8/22/2021,August,Sun,7:09:15,Morning,30
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,7494.61,POS,8/22/2021,August,Sun,23:38:49,Night,5.34
CUS-55310383,ACC-3021093232,Malaysia,MYR,Melissa,4465.79,SALES-POS,8/22/2021,August,Sun,3:51:16,Morning,71.4
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,5837.74,POS,8/22/2021,August,Sun,20:38:16,Night,5.83
CUS-72755508,ACC-53508546,Malaysia,MYR,Kimberly,1913.9,SALES-POS,8/22/2021,August,Sun,1:54:55,Morning,8.2
CUS-1140341822,ACC-80388494,Malaysia,MYR,Dustin,2254.01,INTER BANK,8/22/2021,August,Sun,12:40:34,Afternoon,90
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,2077.92,POS,8/22/2021,August,Sun,21:42:45,Night,6.87
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,1389.7,POS,8/22/2021,August,Sun,22:44:12,Night,18.53
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,2073.16,SALES-POS,8/22/2021,August,Sun,19:24:59,Evening,4.76
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16205.29,POS,8/22/2021,August,Sun,16:06:27,Evening,3.64
CUS-1117979751,ACC-4065652575,Malaysia,MYR,Lucas,8725.43,SALES-POS,8/22/2021,August,Sun,14:36:33,Afternoon,18.73
CUS-134193016,ACC-1788473090,Malaysia,MYR,Rachael,3442.22,POS,8/22/2021,August,Sun,6:19:32,Morning,40.34
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,2782.41,SALES-POS,8/22/2021,August,Sun,4:46:45,Morning,100.16
CUS-1271030853,ACC-819621312,Malaysia,MYR,Michele,2375.58,POS,8/22/2021,August,Sun,3:12:06,Morning,25.8
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,5209.5,PAY/SALARY,8/22/2021,August,Sun,16:59:46,Evening,2485.37
CUS-2500783281,ACC-1650504218,Malaysia,MYR,Marissa,5697.52,PAY/SALARY,8/22/2021,August,Sun,7:48:45,Morning,1626.48
CUS-2630892467,ACC-4163822186,Malaysia,MYR,Karen,4371.98,PAYMENT,8/22/2021,August,Sun,1:00:52,Morning,46
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3800.91,INTER BANK,8/22/2021,August,Sun,6:15:37,Morning,57
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3313.43,INTER BANK,8/22/2021,August,Sun,21:48:27,Night,140
CUS-326006476,ACC-3326339947,Malaysia,MYR,Eric,5240.83,PAY/SALARY,8/22/2021,August,Sun,19:01:35,Evening,983.36
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,7321.61,PAYMENT,8/22/2021,August,Sun,20:56:44,Night,173
CUS-511326734,ACC-2897221629,Malaysia,MYR,Scott,2261.24,INTER BANK,8/22/2021,August,Sun,17:44:53,Evening,99
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6787.88,SALES-POS,8/22/2021,August,Sun,13:23:46,Afternoon,12.68
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,3215.69,SALES-POS,8/22/2021,August,Sun,15:12:03,Afternoon,21.88
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16182.4,POS,8/22/2021,August,Sun,4:03:56,Morning,22.89
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,940.03,INTER BANK,8/22/2021,August,Sun,20:32:26,Night,26
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,4183.72,PAY/SALARY,8/22/2021,August,Sun,22:51:03,Night,2306.63
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,2211.74,PAY/SALARY,8/22/2021,August,Sun,16:41:25,Evening,1068.04
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,1811.06,POS,8/22/2021,August,Sun,6:40:56,Morning,11.76
CUS-1478398256,ACC-1890605467,Malaysia,MYR,Alexander,8210.74,POS,8/22/2021,August,Sun,20:35:51,Night,18.62
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,1345.53,SALES-POS,8/22/2021,August,Sun,11:57:57,Morning,44.17
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1932.06,PAY/SALARY,8/22/2021,August,Sun,16:52:36,Evening,1013.67
CUS-261674136,ACC-240804743,Malaysia,MYR,Kenneth,7862.21,PAYMENT,8/22/2021,August,Sun,14:21:06,Afternoon,56
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16112.4,PAYMENT,8/22/2021,August,Sun,17:23:35,Evening,70
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18440.37,SALES-POS,8/22/2021,August,Sun,15:38:47,Afternoon,7.34
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,3198.1,POS,8/22/2021,August,Sun,16:36:12,Evening,17.59
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,5822.14,SALES-POS,8/22/2021,August,Sun,23:38:55,Night,15.6
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,1796.99,POS,8/22/2021,August,Sun,22:04:50,Night,14.07
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,1339.9,SALES-POS,8/22/2021,August,Sun,16:26:41,Evening,5.63
CUS-3255104878,ACC-2615038700,Malaysia,MYR,Emily,29828.14,SALES-POS,8/22/2021,August,Sun,11:32:14,Morning,178.28
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,2045.42,SALES-POS,8/22/2021,August,Sun,9:08:59,Morning,25.04
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,1962.5,PAYMENT,8/22/2021,August,Sun,7:47:46,Morning,36
CUS-3249305314,ACC-38923874,Malaysia,MYR,Ryan,33052.34,PAYMENT,8/22/2021,August,Sun,1:26:24,Morning,35
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1982.08,SALES-POS,8/22/2021,August,Sun,17:59:19,Evening,8.71
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,1320.38,POS,8/22/2021,August,Sun,18:46:42,Evening,19.52
CUS-1609060617,ACC-847145727,Malaysia,MYR,Michael,52389.83,POS,8/22/2021,August,Sun,15:10:31,Afternoon,37.79
CUS-1005756958,ACC-2828321672,Malaysia,MYR,Stephanie,1660.03,SALES-POS,8/22/2021,August,Sun,0:49:52,Morning,136.96
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1919.26,SALES-POS,8/22/2021,August,Sun,1:17:23,Morning,12.8
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,1998.5,POS,8/22/2021,August,Sun,18:03:20,Evening,19.43
CUS-3174332735,ACC-2259139624,Malaysia,MYR,Cindy,4081.12,POS,8/22/2021,August,Sun,19:12:40,Evening,38.64
CUS-1233833708,ACC-2988263882,Malaysia,MYR,Michael,3173.51,SALES-POS,8/22/2021,August,Sun,4:18:06,Morning,34.53
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,18415.1,POS,8/22/2021,August,Sun,18:31:51,Evening,25.27
CUS-1117979751,ACC-4065652575,Malaysia,MYR,Lucas,8670.43,PAYMENT,8/22/2021,August,Sun,19:46:42,Evening,55
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,3163.1,PAYMENT,8/22/2021,August,Sun,23:23:13,Night,35
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,3144.33,PAY/SALARY,8/22/2021,August,Sun,23:39:33,Night,1098.91
CUS-2650223890,ACC-1438600314,Malaysia,MYR,Maria,3645.38,SALES-POS,8/22/2021,August,Sun,2:48:48,Morning,15.47
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6760.94,SALES-POS,8/22/2021,August,Sun,17:47:46,Evening,26.94
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1994.15,SALES-POS,8/22/2021,August,Sun,15:27:51,Afternoon,79.01
CUS-2178051368,ACC-3100725361,Malaysia,MYR,Ronald,923.81,POS,8/22/2021,August,Sun,3:40:44,Morning,16.22
CUS-1271030853,ACC-819621312,Malaysia,MYR,Michele,3533.73,PAY/SALARY,8/22/2021,August,Sun,23:58:50,Night,1158.15
CUS-1388323263,ACC-2920611728,Malaysia,MYR,Tyler,4414.32,PAY/SALARY,8/22/2021,August,Sun,9:20:07,Morning,1043.12
CUS-1617121891,ACC-2901672282,Malaysia,MYR,Daniel,3328.97,PAYMENT,8/22/2021,August,Sun,4:23:31,Morning,33
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,4558.59,PAY/SALARY,8/22/2021,August,Sun,6:04:00,Morning,1395.49
CUS-2317998716,ACC-2171593283,Malaysia,MYR,Fernando,8997.47,PAY/SALARY,8/22/2021,August,Sun,15:10:25,Afternoon,2639.76
CUS-2630892467,ACC-4163822186,Malaysia,MYR,Karen,4321.98,PAYMENT,8/22/2021,August,Sun,5:13:16,Morning,50
CUS-2738291516,ACC-3317636250,Malaysia,MYR,Kenneth,6994.64,PAYMENT,8/22/2021,August,Sun,1:56:14,Morning,121
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,6722.93,POS,8/22/2021,August,Sun,0:18:13,Morning,38.01
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16092,POS,8/22/2021,August,Sun,3:42:56,Morning,20.4
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3303.59,SALES-POS,8/22/2021,August,Sun,9:02:58,Morning,9.84
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16080.84,SALES-POS,8/22/2021,August,Sun,7:52:18,Morning,11.16
CUS-2376382098,ACC-354106658,Malaysia,MYR,Christine,7755.82,POS,8/22/2021,August,Sun,20:50:53,Night,44.53
CUS-423725039,ACC-2153562714,Malaysia,MYR,Linda,280.22,PAYMENT,8/22/2021,August,Sun,0:34:26,Morning,46
CUS-55310383,ACC-3021093232,Malaysia,MYR,Melissa,4310.79,INTER BANK,8/22/2021,August,Sun,5:20:20,Morning,155
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,4149.38,POS,8/22/2021,August,Sun,9:56:26,Morning,34.34
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,1472.1,POS,8/22/2021,August,Sun,19:51:16,Evening,15.23
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,8314.35,PAYMENT,8/22/2021,August,Sun,7:45:46,Morning,48
CUS-2484453271,ACC-4274272854,Malaysia,MYR,Timothy,3685.08,PAYMENT,8/22/2021,August,Sun,2:09:38,Morning,116
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,1974.66,POS,8/22/2021,August,Sun,11:42:42,Morning,22.07
CUS-55310383,ACC-3021093232,Malaysia,MYR,Melissa,3887.7,SALES-POS,8/22/2021,August,Sun,3:09:41,Morning,423.09
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1959.18,SALES-POS,8/22/2021,August,Sun,3:13:13,Morning,34.97
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,5813.64,SALES-POS,8/22/2021,August,Sun,13:43:32,Afternoon,8.5
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1975.85,POS,8/22/2021,August,Sun,10:18:42,Morning,6.23
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,16064.82,SALES-POS,8/22/2021,August,Sun,6:52:15,Morning,16.02
CUS-2317998716,ACC-2171593283,Malaysia,MYR,Fernando,8980.47,PAYMENT,8/22/2021,August,Sun,8:47:56,Morning,17
CUS-2500783281,ACC-1650504218,Malaysia,MYR,Marissa,5664.52,PAYMENT,8/22/2021,August,Sun,5:29:47,Morning,33
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,3767.91,INTER BANK,8/22/2021,August,Sun,19:56:48,Evening,33
CUS-3151318058,ACC-4281711154,Malaysia,MYR,Eric,36441.74,PHONE BANK,8/22/2021,August,Sun,3:36:50,Morning,36
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3223.84,INTER BANK,8/22/2021,August,Sun,12:39:06,Afternoon,121
CUS-325142416,ACC-1516130869,Malaysia,MYR,Jessica,4141.6,POS,8/22/2021,August,Sun,4:27:18,Morning,7.78
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1937.22,SALES-POS,8/22/2021,August,Sun,5:21:26,Morning,21.96
CUS-2348881191,ACC-3536132544,Malaysia,MYR,Heather,963.4,INTER BANK,8/22/2021,August,Sun,23:36:13,Night,43
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,3236.59,PHONE BANK,8/22/2021,August,Sun,2:42:50,Morning,67
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,5689.58,POS,8/22/2021,August,Sun,8:45:05,Morning,19.5
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,3218.18,POS,8/22/2021,August,Sun,9:39:50,Morning,5.66
CUS-883482547,ACC-1710017148,Malaysia,MYR,Michelle,7677.35,PAYMENT,8/22/2021,August,Sun,18:50:32,Evening,33
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,1913.89,SALES-POS,8/22/2021,August,Sun,0:08:51,Morning,23.33
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,1968.08,SALES-POS,8/22/2021,August,Sun,6:01:14,Morning,7.77
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,2674.63,SALES-POS,8/22/2021,August,Sun,20:06:36,Night,26.68
CUS-1646621553,ACC-1973887809,Malaysia,MYR,Antonio,3115.33,PAYMENT,8/22/2021,August,Sun,18:33:22,Evening,29
